issue_id,report_id,report_url,report_date,coroner,area,issue_sentence,extract_error,similarity_group_id,group_label,group_description
iss_0013653,2019-0202,https://www.judiciary.uk/prevention-of-future-death-reports/james-francis/,2019-06-19,K. Harrold,East Sussex,The resident's physical position in the lounge may have compromised his breathing.,,-1,,
iss_0013654,2019-0206,https://www.judiciary.uk/prevention-of-future-death-reports/sophie-lyons/,2019-06-19,A. Mutch,Manchester South,The joint partnership approach between the police and local authority failed to tackle car cruising.,,-1,,
iss_0013655,2019-0206,https://www.judiciary.uk/prevention-of-future-death-reports/sophie-lyons/,2019-06-19,A. Mutch,Manchester South,Measures and plans to address car cruising were ineffective.,,-1,,
iss_0013656,2019-0206,https://www.judiciary.uk/prevention-of-future-death-reports/sophie-lyons/,2019-06-19,A. Mutch,Manchester South,"Limited resources, complex logistics, bureaucracy and poor communication hindered the response to car cruising.",,-1,,
iss_0013657,2019-0206,https://www.judiciary.uk/prevention-of-future-death-reports/sophie-lyons/,2019-06-19,A. Mutch,Manchester South,The implementation of the Public Spaces Protection Order was ineffective.,,-1,,
iss_0013658,2019-0206,https://www.judiciary.uk/prevention-of-future-death-reports/sophie-lyons/,2019-06-19,A. Mutch,Manchester South,A multi-agency approach to car cruising was inadequately funded and targeted.,,-1,,
iss_0013659,2019-0206,https://www.judiciary.uk/prevention-of-future-death-reports/sophie-lyons/,2019-06-19,A. Mutch,Manchester South,The lack of a pan-Greater Manchester approach allowed car cruising to persist or move to other areas.,,-1,,
iss_0013660,2019-0508,https://www.judiciary.uk/prevention-of-future-death-reports/wilson-parkes/,2019-06-19,L. Hunt,Birmingham and Solihull,Service commission forms failed to provide sufficient detail regarding urgent medical needs and safeguarding concerns.,,-1,,
iss_0013661,2019-0508,https://www.judiciary.uk/prevention-of-future-death-reports/wilson-parkes/,2019-06-19,L. Hunt,Birmingham and Solihull,Organisations failed to request further details regarding identified health and safeguarding risks.,,-1,,
iss_0013662,2019-0508,https://www.judiciary.uk/prevention-of-future-death-reports/wilson-parkes/,2019-06-19,L. Hunt,Birmingham and Solihull,Safeguarding threats were not logged with the safeguarding hub due to the individual's deportation status.,,-1,,
iss_0013663,2019-0508,https://www.judiciary.uk/prevention-of-future-death-reports/wilson-parkes/,2019-06-19,L. Hunt,Birmingham and Solihull,A system is required to ensure all safeguarding matters are logged regardless of an individual's status within the system.,,-1,,
iss_0013664,2019-0204,https://www.judiciary.uk/prevention-of-future-death-reports/tien-phung/,2019-06-19,S. Bourke,London Inner North,Strongyloides stercoralis is not routinely screened for prior to transplant surgery.,,-1,,
iss_0013665,2019-0204,https://www.judiciary.uk/prevention-of-future-death-reports/tien-phung/,2019-06-19,S. Bourke,London Inner North,Stool sampling was not undertaken to identify potential parasitic infection.,,-1,,
iss_0013666,2019-0205,https://www.judiciary.uk/prevention-of-future-death-reports/mason-logue/,2019-06-19,A. Mutch,Manchester South,Information regarding the child's health was not shared between all relevant health professionals.,,-1,,
iss_0013667,2019-0205,https://www.judiciary.uk/prevention-of-future-death-reports/mason-logue/,2019-06-19,A. Mutch,Manchester South,No overarching supportive care plan was in place upon discharge from the neonatal unit.,,-1,,
iss_0013668,2019-0205,https://www.judiciary.uk/prevention-of-future-death-reports/mason-logue/,2019-06-19,A. Mutch,Manchester South,No single health professional had an overview of the child's health needs or coordinated his appointments.,,-1,,
iss_0013669,2019-0205,https://www.judiciary.uk/prevention-of-future-death-reports/mason-logue/,2019-06-19,A. Mutch,Manchester South,Health professionals held differing views regarding their roles and responsibilities under existing protocols.,,-1,,
iss_0013670,2019-0205,https://www.judiciary.uk/prevention-of-future-death-reports/mason-logue/,2019-06-19,A. Mutch,Manchester South,Community health practitioners lacked an understanding of the importance of Early Health Assessments.,,-1,,
iss_0013672,2019-0205,https://www.judiciary.uk/prevention-of-future-death-reports/mason-logue/,2019-06-19,A. Mutch,Manchester South,The Red Book was not utilised effectively as a tool for sharing clinical information.,,-1,,
iss_0013673,2019-0205,https://www.judiciary.uk/prevention-of-future-death-reports/mason-logue/,2019-06-19,A. Mutch,Manchester South,The purpose and value of the Red Book were unclear among various health professionals.,,-1,,
iss_0013674,2019-0201,https://www.judiciary.uk/prevention-of-future-death-reports/alfred-sykes/,2019-06-18,A. Bridgman,Manchester South,The report of the last sighting was not given adequate consideration or action by the police.,,-1,,
iss_0013675,2019-0201,https://www.judiciary.uk/prevention-of-future-death-reports/alfred-sykes/,2019-06-18,A. Bridgman,Manchester South,The search of the sports fields by two officers was inadequate.,,-1,,
iss_0013676,2019-0201,https://www.judiciary.uk/prevention-of-future-death-reports/alfred-sykes/,2019-06-18,A. Bridgman,Manchester South,Insufficient police resources were deployed to search the area where the deceased was last seen walking.,,-1,,
iss_0013677,2019-0201,https://www.judiciary.uk/prevention-of-future-death-reports/alfred-sykes/,2019-06-18,A. Bridgman,Manchester South,The search area was not fully covered by the officers conducting the search.,,-1,,
iss_0013678,2019-0198,https://www.judiciary.uk/prevention-of-future-death-reports/oliver-hall/,2019-06-17,N. Parsley,Suffolk,The East of England Ambulance Service fails to transfer the original NHS 111 disposition information to ambulance crews and clinicians.,,-1,,
iss_0013679,2019-0198,https://www.judiciary.uk/prevention-of-future-death-reports/oliver-hall/,2019-06-17,N. Parsley,Suffolk,The ambulance service system does not inform medical professionals of delays under 40 minutes for Category 2 calls.,,-1,,
iss_0013680,2019-0198,https://www.judiciary.uk/prevention-of-future-death-reports/oliver-hall/,2019-06-17,N. Parsley,Suffolk,Conflicting clinical guidance regarding paediatric heart rate thresholds in sepsis leads to inconsistent identification of high-risk symptoms.,,-1,,
iss_0013681,2019-0200,https://www.judiciary.uk/prevention-of-future-death-reports/john-gogarty/,2019-06-17,C. Dorries,Yorkshire West Western,Information regarding a high-risk individual was not shared with the National Probation Service.,,-1,,
iss_0013683,2019-0199,https://www.judiciary.uk/prevention-of-future-death-reports/shahida-begum/,2019-06-16,N. Persaud,London East,Clinical streaming decisions are made before vital observations are taken.,,-1,,
iss_0013684,2019-0199,https://www.judiciary.uk/prevention-of-future-death-reports/shahida-begum/,2019-06-16,N. Persaud,London East,The clinical streaming process relies on visual assessment and brief history rather than objective clinical data.,,-1,,
iss_0013685,2019-0199,https://www.judiciary.uk/prevention-of-future-death-reports/shahida-begum/,2019-06-16,N. Persaud,London East,The A&E streaming doctor failed to adjust the patient's destination after reviewing vital observations.,,-1,,
iss_0013686,2019-0199,https://www.judiciary.uk/prevention-of-future-death-reports/shahida-begum/,2019-06-16,N. Persaud,London East,The GP failed to recognise the need for further monitoring and referral to A&E.,,-1,,
iss_0013687,2019-0196,https://www.judiciary.uk/prevention-of-future-death-reports/sebastian-clark/,2019-06-13,S. Cummings,London West,The absence of screening for streptococcal infection prevents the detection and interruption of ascending chorioamnionitis infections.,,-1,,
iss_0013688,2019-0194,https://www.judiciary.uk/prevention-of-future-death-reports/nguyen-quyen/,2019-06-12,D. Winter,Sunderland,The system for public protection was dysfunctional due to human factors.,,-1,,
iss_0013689,2019-0194,https://www.judiciary.uk/prevention-of-future-death-reports/nguyen-quyen/,2019-06-12,D. Winter,Sunderland,Probation officers failed to effectively challenge offenders' accounts of their actions.,,-1,,
iss_0013690,2019-0194,https://www.judiciary.uk/prevention-of-future-death-reports/nguyen-quyen/,2019-06-12,D. Winter,Sunderland,Information sharing between the Police and Probation Service was inadequate.,,-1,,
iss_0013691,2019-0194,https://www.judiciary.uk/prevention-of-future-death-reports/nguyen-quyen/,2019-06-12,D. Winter,Sunderland,Police stopped actively monitoring Category 2 Level 1 offenders due to high operational demand.,,-1,,
iss_0013692,2019-0194,https://www.judiciary.uk/prevention-of-future-death-reports/nguyen-quyen/,2019-06-12,D. Winter,Sunderland,Police officers failed to pass relevant information to the Probation Service.,,-1,,
iss_0013693,2019-0194,https://www.judiciary.uk/prevention-of-future-death-reports/nguyen-quyen/,2019-06-12,D. Winter,Sunderland,The Probation Service in Sunderland suffered from staffing and accommodation problems.,,-1,,
iss_0013694,2019-0194,https://www.judiciary.uk/prevention-of-future-death-reports/nguyen-quyen/,2019-06-12,D. Winter,Sunderland,The working environment for supervision was not conducive to meaningful engagement.,,-1,,
iss_0013695,2019-0194,https://www.judiciary.uk/prevention-of-future-death-reports/nguyen-quyen/,2019-06-12,D. Winter,Sunderland,The frequency of risk assessments fell below good practice standards.,,-1,,
iss_0013696,2019-0195,https://www.judiciary.uk/prevention-of-future-death-reports/richard-barraclough/,2019-06-12,T. Rawden,Yorkshire West Western,Employees worked without protective equipment while being exposed to polycyclic aromatic hydrocarbons.,,-1,,
iss_0013697,2019-0195,https://www.judiciary.uk/prevention-of-future-death-reports/richard-barraclough/,2019-06-12,T. Rawden,Yorkshire West Western,A system is required at Beatson Clark to protect employees from exposure to polycyclic aromatic hydrocarbons.,,-1,,
iss_0013698,2019-0193,https://www.judiciary.uk/prevention-of-future-death-reports/sabastian-hibberd/,2019-06-11,I. Arrow,"County of Devon, Plymouth and Torbay",NHS Pathways lacks questions concerning cold hands and feet for children aged over five.,,-1,,
iss_0013699,2019-0193,https://www.judiciary.uk/prevention-of-future-death-reports/sabastian-hibberd/,2019-06-11,I. Arrow,"County of Devon, Plymouth and Torbay",The threshold for identifying green vomit in children over five is inappropriately high.,,-1,,
iss_0013700,2019-0193,https://www.judiciary.uk/prevention-of-future-death-reports/sabastian-hibberd/,2019-06-11,I. Arrow,"County of Devon, Plymouth and Torbay",There is no evidence of reviews into support arrangements for non-clinically qualified call advisors to refer unusual cases.,,-1,,
iss_0013701,2019-0193,https://www.judiciary.uk/prevention-of-future-death-reports/sabastian-hibberd/,2019-06-11,I. Arrow,"County of Devon, Plymouth and Torbay",NHS Pathways questions do not allow for a meaningful assessment of pain in children.,,-1,,
iss_0013702,2019-0193,https://www.judiciary.uk/prevention-of-future-death-reports/sabastian-hibberd/,2019-06-11,I. Arrow,"County of Devon, Plymouth and Torbay",There is no failsafe mechanism to trigger rapid assessment or clinician review following repeated enquiries regarding the same health concern.,,-1,,
iss_0013703,2019-0191,https://www.judiciary.uk/prevention-of-future-death-reports/beverley-shaw/,2019-06-10,J. Kearsley,Manchester North,The substance misuse service failed to inform the GP of the volume of butane gas being used.,,-1,,
iss_0013704,2019-0191,https://www.judiciary.uk/prevention-of-future-death-reports/beverley-shaw/,2019-06-10,J. Kearsley,Manchester North,The medication review conducted by the GP practice failed to include a full review of all prescribed medications.,,-1,,
iss_0013705,2019-0191,https://www.judiciary.uk/prevention-of-future-death-reports/beverley-shaw/,2019-06-10,J. Kearsley,Manchester North,The substance misuse service policy of not transferring full medical histories prevents access to complete patient medical records.,,-1,,
iss_0013706,2019-0192,https://www.judiciary.uk/prevention-of-future-death-reports/glenys-button/,2019-06-10,R. Knight,South Wales Central,The system for making and receiving neurosurgical referrals is not fit for purpose.,,-1,,
iss_0013707,2019-0192,https://www.judiciary.uk/prevention-of-future-death-reports/glenys-button/,2019-06-10,R. Knight,South Wales Central,Delays and miscommunications occur when contacting the on-call neurosurgical specialist registrar.,,-1,,
iss_0013708,2019-0192,https://www.judiciary.uk/prevention-of-future-death-reports/glenys-button/,2019-06-10,R. Knight,South Wales Central,The use of the hospital switchboard and bleeping for neurosurgical referrals is archaic.,,-1,,
